name_with_owner,stargazers,created_at,pushed_at,primary_language,releases_total,issues_total,issues_closed_total,pull_requests_merged_total
vadimdemedes/ink,39700,2017-06-12T06:12:28Z,2026-08-12T00:11:46Z,TypeScript,81,432,416,323
DeusData/codebase-memory-mcp,39700,2026-02-24T22:01:00Z,2026-08-20T22:58:58Z,C,46,831,448,515
novuhq/novu,39622,2021-08-26T15:22:44Z,2026-08-20T18:59:36Z,TypeScript,144,1742,1687,8456
mindsdb/mindshub,39617,2018-08-02T17:56:45Z,2026-08-20T20:57:41Z,Makefile,339,4436,4435,5923
qbittorrent/qBittorrent,39594,2012-02-04T09:37:46Z,2026-08-17T06:10:49Z,C++,4,17663,15094,4409
floodsung/Deep-Learning-Papers-Reading-Roadmap,39545,2016-10-14T11:49:48Z,2022-11-27T13:18:32Z,Python,0,58,5,28
google/styleguide,39515,2015-05-20T19:18:59Z,2026-06-03T15:51:23Z,HTML,0,369,250,201
lm-sys/FastChat,39514,2023-03-19T00:18:02Z,2026-05-01T00:25:53Z,Python,14,1972,1077,852
halo-dev/halo,39513,2018-03-21T12:56:52Z,2026-08-18T10:08:34Z,Java,269,4710,4599,3229
AstrBotDevs/AstrBot,39431,2022-12-08T13:27:46Z,2026-08-19T17:06:17Z,Python,251,6467,5425,1715
TeamNewPipe/NewPipe,39415,2015-09-03T23:39:26Z,2026-08-20T21:39:57Z,Java,147,10384,8996,1890
pola-rs/polars,39413,2020-05-13T19:45:33Z,2026-08-20T15:37:45Z,Rust,265,13138,10615,13694
QuivrHQ/quivr,39409,2023-05-12T23:53:30Z,2025-07-09T12:55:23Z,Python,354,1546,1536,1824
google/leveldb,39346,2014-08-27T21:17:52Z,2026-03-11T04:06:29Z,C++,21,801,542,65
freeCodeCamp/devdocs,39324,2013-10-24T18:16:07Z,2026-08-16T00:41:20Z,Ruby,0,1283,1102,1018
suno-ai/bark,39244,2023-04-07T19:34:48Z,2024-08-19T07:45:36Z,Jupyter Notebook,0,478,240,19
ShareX/ShareX,39222,2013-10-08T23:32:10Z,2026-08-20T03:59:17Z,C#,90,7529,6876,0
drawdb-io/drawdb,39184,2023-07-16T17:09:20Z,2026-08-16T22:54:03Z,JavaScript,0,368,236,439
HKUDS/LightRAG,39023,2024-10-02T11:57:54Z,2026-08-20T18:37:17Z,Python,82,1530,1337,1568
wshobson/agents,38961,2025-07-24T23:28:14Z,2026-08-18T15:56:45Z,Python,0,116,113,169
google/googletest,38941,2015-07-28T15:07:53Z,2026-08-19T19:37:00Z,C++,12,2399,2073,834
datalab-to/marker,38908,2023-10-30T20:14:08Z,2026-08-07T06:33:06Z,Python,72,693,324,233
deepseek-ai/awesome-deepseek-integration,38880,2024-01-11T02:43:17Z,2026-02-23T16:27:47Z,,0,201,163,288
aseprite/aseprite,38867,2014-08-19T23:44:50Z,2026-08-20T21:37:06Z,C++,130,4655,2731,551
YunaiV/ruoyi-vue-pro,38855,2021-01-24T03:18:25Z,2026-08-14T16:49:53Z,Java,66,802,793,78
mattermost/mattermost,38852,2015-06-15T06:50:02Z,2026-08-20T22:46:34Z,TypeScript,1000,9339,8751,22335
RSSNext/Folo,38833,2024-04-08T03:23:35Z,2026-08-17T23:35:22Z,TypeScript,113,2638,2260,1517
rapid7/metasploit-framework,38832,2011-08-30T06:13:20Z,2026-08-20T22:51:47Z,Ruby,0,6585,6089,12056
preactjs/preact,38824,2015-09-11T02:40:18Z,2026-08-20T12:34:57Z,JavaScript,251,1941,1922,2085
DioxusLabs/dioxus,38821,2021-01-15T01:57:26Z,2026-08-20T02:37:22Z,Rust,42,2611,1980,2083
Dogfalo/materialize,38815,2014-09-12T19:35:38Z,2026-08-20T13:49:11Z,JavaScript,41,5221,4598,449
spacedriveapp/spacedrive,38799,2021-09-27T05:09:04Z,2026-07-29T00:31:28Z,Rust,28,550,522,1968
lapce/lapce,38755,2018-02-06T08:41:06Z,2026-07-15T11:27:37Z,Rust,35,2037,1210,1184
ajeetdsouza/zoxide,38747,2020-03-05T13:11:40Z,2026-08-19T10:40:09Z,Rust,38,749,650,264
Yeachan-Heo/oh-my-claudecode,38686,2026-01-09T03:36:29Z,2026-08-18T12:34:36Z,TypeScript,244,1384,1381,1670
ant-design/ant-design-pro,38683,2017-08-25T10:40:44Z,2026-08-19T17:24:35Z,TypeScript,34,9842,9800,1181
bytedance/UI-TARS-desktop,38659,2025-01-19T09:04:43Z,2026-08-05T02:48:59Z,TypeScript,38,538,218,1074
naptha/tesseract.js,38641,2015-06-24T02:49:52Z,2026-05-17T04:19:12Z,JavaScript,57,738,707,205
gto76/python-cheatsheet,38637,2018-01-25T04:16:53Z,2026-07-29T14:56:37Z,Python,1,27,27,0
google-research/google-research,38590,2018-10-04T18:42:48Z,2026-08-19T20:48:11Z,Jupyter Notebook,0,1464,352,34
chatchat-space/Langchain-Chatchat,38560,2023-03-31T12:12:45Z,2025-11-10T09:27:42Z,Python,31,4248,4242,621
huiyadanli/RevokeMsgPatcher,38536,2019-07-21T15:12:52Z,2026-08-16T12:51:44Z,C#,21,1050,993,14
kilimchoi/engineering-blogs,38532,2015-06-13T18:25:17Z,2024-08-21T13:01:11Z,Ruby,0,98,77,681
google/langextract,38454,2025-07-08T20:46:06Z,2026-08-19T07:21:21Z,Python,18,198,121,121
httpie/cli,38436,2012-02-25T12:39:13Z,2024-12-17T17:30:35Z,Python,47,911,724,406
dotnet/aspnetcore,38385,2014-03-11T06:09:42Z,2026-08-20T17:23:40Z,C#,296,39768,36002,19852
istio/istio,38355,2016-11-18T23:57:21Z,2026-08-20T23:04:26Z,Go,450,22102,21709,30604
frappe/erpnext,38314,2011-06-08T08:20:56Z,2026-08-20T20:28:10Z,Python,1000,18607,16835,32173
portainer/portainer,38292,2016-05-19T20:15:28Z,2026-08-20T13:17:15Z,TypeScript,189,6118,5419,4786
umami-software/umami,38289,2020-07-17T07:59:00Z,2026-08-20T18:26:22Z,TypeScript,110,2235,2198,961
sqlmapproject/sqlmap,38233,2012-06-26T09:52:15Z,2026-08-18T12:50:42Z,Python,11,5434,5409,185
PhilJay/MPAndroidChart,38192,2014-04-25T14:29:47Z,2025-06-05T07:06:39Z,Java,44,4965,2898,191
impress/impress.js,38172,2011-12-28T22:23:19Z,2026-07-23T07:05:16Z,JavaScript,15,485,434,125
huihut/interview,38141,2018-02-09T09:49:48Z,2025-08-24T07:01:54Z,C++,0,67,65,36
ueberdosis/tiptap,38101,2018-08-20T19:58:58Z,2026-08-20T16:05:01Z,TypeScript,985,3683,2932,1803
github/awesome-copilot,38075,2025-06-11T16:57:39Z,2026-08-20T22:06:17Z,Python,0,486,429,1256
xyflow/xyflow,38075,2019-07-15T14:47:30Z,2026-08-20T21:32:10Z,TypeScript,384,2413,2324,1602
harness/harness,38051,2014-02-07T07:54:44Z,2026-08-20T13:39:18Z,Go,59,2034,1940,1060
docker/compose,38049,2013-12-09T11:40:58Z,2026-08-20T17:15:19Z,Go,284,8392,8329,3984
hyprwm/Hyprland,37988,2022-03-16T19:49:13Z,2026-08-20T15:24:02Z,C++,117,7718,7666,2930
PostHog/posthog,37974,2020-01-23T22:46:58Z,2026-08-20T23:10:05Z,Python,914,10505,7105,54907
Wei-Shaw/sub2api,37830,2025-12-18T02:26:18Z,2026-08-20T15:41:06Z,Go,39,3057,957,1456
vlang/v,37797,2019-02-08T02:57:06Z,2026-08-20T21:31:46Z,V,304,10765,10722,13799
FreeCodeCampChina/freecodecamp.cn,37773,2016-09-30T03:13:43Z,2023-07-16T16:48:59Z,CSS,0,588,445,55
servo/servo,37747,2012-02-08T19:07:25Z,2026-08-20T23:04:52Z,Rust,13,16354,13432,25776
anthropics/prompt-eng-interactive-tutorial,37733,2024-04-02T15:52:00Z,2026-03-01T17:07:40Z,Jupyter Notebook,0,42,4,1
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,37707,2023-03-27T09:59:10Z,2026-08-04T07:47:32Z,Python,8,2050,1483,0
denysdovhan/wtfjs,37674,2017-07-14T15:42:12Z,2026-07-03T09:48:44Z,JavaScript,25,119,96,127
TencentARC/GFPGAN,37656,2021-03-19T06:18:20Z,2024-07-26T18:44:02Z,Python,8,510,135,14
NervJS/taro,37645,2018-04-08T09:32:26Z,2026-08-20T09:45:59Z,TypeScript,211,13572,12079,3498
shiyu-coder/Kronos,37643,2025-07-01T02:54:32Z,2026-04-13T12:38:49Z,Python,0,291,85,19
fengdu78/Coursera-ML-AndrewNg-Notes,37598,2017-11-04T10:04:08Z,2025-08-25T04:02:38Z,HTML,0,70,15,14
aquasecurity/trivy,37529,2019-04-11T01:01:07Z,2026-08-20T14:52:27Z,Go,92,3118,2952,3715
TriliumNext/Trilium,37521,2017-05-23T00:30:20Z,2026-08-20T21:27:11Z,TypeScript,354,5582,4976,3195
karpathy/LLM101n,37506,2024-05-27T00:23:38Z,2024-08-01T01:20:33Z,,0,0,0,0
alibaba/arthas,37495,2018-08-29T17:15:57Z,2026-08-14T02:31:32Z,Java,78,2163,1772,626
alebcay/awesome-shell,37471,2014-07-07T01:57:42Z,2025-08-28T14:40:51Z,,0,64,23,307
directus/directus,37458,2012-12-12T01:35:36Z,2026-08-20T20:56:47Z,TypeScript,372,9996,9648,9183
stanfordnlp/dspy,37457,2023-01-09T21:01:51Z,2026-08-20T21:24:45Z,Python,110,1659,1343,1713
PKUanonym/REKCARC-TSC-UHT,37438,2019-04-05T03:31:23Z,2026-07-19T14:30:25Z,HTML,0,37,33,198
LAION-AI/Open-Assistant,37407,2022-12-13T05:24:17Z,2024-08-17T01:55:35Z,Python,127,1648,1420,1616
pbatard/rufus,37375,2011-11-19T19:12:05Z,2026-08-03T11:33:58Z,C,90,2698,2688,1
exacity/deeplearningbook-chinese,37361,2016-12-07T11:46:51Z,2019-12-03T04:25:44Z,TeX,7,204,139,16
eugenp/tutorials,37323,2013-04-29T18:26:36Z,2026-08-18T20:04:28Z,Java,0,792,778,13834
openai/gym,37240,2016-04-27T14:59:16Z,2026-03-26T23:13:27Z,Python,19,1838,1725,1000
0voice/interview_internal_reference,37237,2019-06-10T06:54:19Z,2025-10-22T09:39:06Z,Python,0,51,19,35
myshell-ai/OpenVoice,37163,2023-11-29T12:17:01Z,2025-04-19T16:00:00Z,Python,0,359,75,18
SagerNet/sing-box,37158,2022-06-30T13:27:22Z,2026-08-20T05:35:00Z,Go,584,3288,3021,210
lfnovo/open-notebook,37152,2024-10-21T17:58:46Z,2026-08-16T14:51:59Z,TypeScript,42,577,471,460
IceWhaleTech/CasaOS,37107,2021-09-26T02:33:09Z,2025-08-06T08:54:04Z,Go,97,1722,904,275
huggingface/pytorch-image-models,37075,2019-02-02T05:51:12Z,2026-08-20T20:45:53Z,Python,78,1036,994,560
markedjs/marked,37068,2011-07-24T13:15:51Z,2026-08-18T16:36:02Z,JavaScript,179,1685,1677,1740
satwikkansal/wtfpython,37058,2017-08-28T20:22:19Z,2026-01-13T19:49:12Z,Python,2,226,158,113
patchy631/ai-engineering-hub,37055,2024-10-21T10:43:24Z,2026-07-27T18:43:06Z,Jupyter Notebook,0,51,28,68
fastify/fastify,37014,2016-09-28T19:10:14Z,2026-08-20T17:46:23Z,JavaScript,323,2184,2133,3450
mouredev/Hello-Python,37013,2022-08-03T17:14:53Z,2025-08-11T12:00:01Z,Python,0,444,404,0
Textualize/textual,36986,2021-04-08T15:24:47Z,2026-07-11T06:02:34Z,Python,223,2435,2202,2311
AobingJava/JavaFamily,36976,2019-11-12T04:26:18Z,2025-11-03T12:37:27Z,,0,66,60,2
soxoj/maigret,36919,2020-06-27T14:16:42Z,2026-08-20T20:23:18Z,Python,29,1589,1578,1071
babysor/MockingBird,36911,2021-08-07T03:53:39Z,2026-03-03T14:59:58Z,Python,1,891,414,82
CopilotKit/CopilotKit,36907,2023-06-19T04:08:31Z,2026-08-20T23:00:01Z,TypeScript,1000,1230,1106,3925
blader/humanizer,36851,2026-01-18T05:30:15Z,2026-08-19T05:58:53Z,Python,4,97,89,25
musistudio/claude-code-router,36773,2025-02-25T02:17:18Z,2026-08-20T08:46:00Z,TypeScript,22,1294,392,77
ashishpatel26/500-AI-Agents-Projects,36765,2024-12-20T13:37:15Z,2026-07-27T05:40:40Z,Python,0,46,10,17
shadowsocks/shadowsocks-android,36758,2012-12-16T13:40:29Z,2026-08-09T11:06:54Z,Kotlin,186,2526,2458,258
Dokploy/dokploy,36744,2024-04-19T07:49:30Z,2026-08-20T15:55:01Z,TypeScript,170,2127,1640,1681
google-ai-edge/mediapipe,36676,2019-06-13T19:16:41Z,2026-08-20T20:44:16Z,C++,67,5666,5315,201
veggiemonk/awesome-docker,36674,2014-09-21T17:01:48Z,2026-08-19T15:33:40Z,,1,155,151,1057
ZuodaoTech/everyone-can-use-english,36670,2019-03-15T16:33:53Z,2026-06-29T09:40:15Z,TypeScript,48,505,383,464
microsoft/Data-Science-For-Beginners,36667,2021-03-03T16:30:15Z,2026-08-20T01:11:34Z,Jupyter Notebook,0,138,137,497
HKUDS/DeepTutor,36651,2025-12-28T15:35:54Z,2026-08-20T06:18:04Z,Python,69,374,299,292
jaywcjlove/linux-command,36634,2016-11-12T15:44:26Z,2026-08-11T18:01:06Z,Markdown,32,212,139,377
date-fns/date-fns,36632,2014-10-06T10:24:22Z,2026-08-10T08:47:59Z,TypeScript,127,2055,1390,1073
typeorm/typeorm,36631,2016-02-29T07:41:14Z,2026-08-13T06:47:32Z,TypeScript,45,8637,8195,2669
khoj-ai/khoj,36606,2021-08-16T01:48:44Z,2026-08-02T01:55:40Z,Python,173,605,506,500
mpv-player/mpv,36605,2012-10-13T08:08:44Z,2026-08-20T19:19:38Z,C,89,11147,10148,4136
1Panel-dev/1Panel,36588,2022-07-19T15:44:52Z,2026-08-20T10:46:56Z,Go,125,6898,6608,5367
xinntao/Real-ESRGAN,36530,2021-07-19T03:23:30Z,2024-08-06T13:15:18Z,Python,10,764,179,21
inkonchain/docs,36523,2024-05-07T16:49:36Z,2026-08-13T14:41:21Z,MDX,0,41,13,418
nextcloud/server,36503,2016-06-02T07:44:14Z,2026-08-20T20:35:42Z,PHP,463,21468,18828,34206
songquanpeng/one-api,36499,2023-04-22T12:39:24Z,2026-01-09T03:26:43Z,JavaScript,55,1832,901,287
glanceapp/glance,36481,2024-04-27T18:55:38Z,2026-08-20T01:02:00Z,Go,34,534,310,118
doocs/leetcode,36478,2018-09-16T14:03:03Z,2026-08-19T13:10:20Z,Java,21,64,60,4704
hankcs/HanLP,36477,2014-10-09T06:36:16Z,2025-11-15T23:08:17Z,Python,62,1424,1416,79
inkonchain/node,36476,2024-05-13T23:20:40Z,2026-08-05T18:22:59Z,Shell,6,31,14,40
open-guides/og-aws,36439,2016-07-13T17:30:16Z,2024-08-16T02:51:54Z,Shell,0,229,89,498
tinyhumansai/openhuman,36417,2026-02-18T20:01:27Z,2026-08-20T21:12:48Z,Rust,56,1901,1717,3021
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,36416,2021-01-02T12:08:37Z,2025-08-01T11:54:09Z,,0,77,26,3
GorvGoyl/Clone-Wars,36402,2020-12-02T11:10:16Z,2024-08-06T12:31:36Z,,0,90,70,130
inkonchain/ink-kit,36383,2024-11-04T16:32:17Z,2025-10-20T15:44:41Z,TypeScript,0,5,3,91
formulahendry/955.WLB,36360,2019-03-27T23:53:37Z,2025-02-03T05:15:20Z,,0,262,82,18
SheetJS/sheetjs,36322,2012-12-03T19:25:52Z,2024-04-18T08:06:46Z,,0,2385,2266,106
keycloak/keycloak,36314,2013-07-02T13:38:51Z,2026-08-20T21:14:31Z,Java,112,19955,17284,21069
microsoft/playwright-mcp,36309,2025-03-21T17:48:36Z,2026-08-20T17:47:50Z,TypeScript,69,877,876,541
reworkd/AgentGPT,36305,2023-04-07T02:29:19Z,2025-04-29T01:19:32Z,TypeScript,12,469,337,541
ItzCrazyKns/Vane,36302,2024-04-09T10:51:32Z,2026-04-11T14:33:06Z,TypeScript,34,675,444,87
AdguardTeam/AdGuardHome,36262,2016-07-06T10:31:47Z,2026-08-20T08:50:18Z,TypeScript,244,6052,4894,125
Yuan1z0825/nature-skills,36244,2026-04-24T03:11:46Z,2026-08-20T07:03:35Z,Python,0,30,30,138
PDFMathTranslate/PDFMathTranslate,36244,2024-09-06T06:56:03Z,2026-08-20T15:02:56Z,Python,24,881,757,154
jax-ml/jax,36186,2018-10-25T21:25:02Z,2026-08-20T22:47:32Z,Python,140,7234,5508,20725
firecracker-microvm/firecracker,36172,2017-10-19T06:18:47Z,2026-08-20T18:28:03Z,Rust,90,1510,1459,3702
pnpm/pnpm,36150,2016-01-28T07:40:43Z,2026-08-20T21:27:03Z,Rust,1000,6175,3848,4756
hashicorp/vault,36148,2015-02-25T00:15:59Z,2026-08-20T23:05:30Z,Go,182,6587,5430,21334
carbon-app/carbon,36090,2017-06-16T02:50:28Z,2026-02-10T05:07:19Z,JavaScript,215,696,629,669
geekxh/hello-algorithm,36090,2020-05-29T05:47:09Z,2023-06-13T04:13:17Z,Java,0,44,33,26
Crosstalk-Solutions/project-nomad,36053,2025-06-24T15:35:01Z,2026-08-19T15:39:49Z,TypeScript,76,537,494,409
lerna/lerna,36050,2015-12-04T09:36:55Z,2026-08-19T13:42:19Z,TypeScript,253,2702,2418,1080
slatedocs/slate,36039,2013-09-13T22:15:24Z,2026-02-01T05:54:12Z,,28,609,559,298
chatwoot/chatwoot,36022,2019-08-14T06:50:51Z,2026-08-20T13:32:09Z,Ruby,149,5772,4806,6269
zsh-users/zsh-autosuggestions,35999,2013-10-26T16:09:37Z,2025-06-24T16:15:03Z,Shell,0,624,458,116
OpenBMB/VoxCPM,35931,2025-09-16T03:41:49Z,2026-08-12T14:14:37Z,Python,14,321,227,25
medusajs/medusa,35926,2020-01-18T13:39:04Z,2026-08-20T21:26:23Z,TypeScript,163,3917,3859,9320
filebrowser/filebrowser,35913,2015-09-11T21:21:58Z,2026-07-31T10:06:58Z,Go,157,2975,2975,847
wailsapp/wails,35898,2018-12-15T23:14:06Z,2026-08-20T23:06:06Z,Go,357,2526,2363,2123
solidjs/solid,35883,2018-04-24T16:36:27Z,2026-08-20T22:47:27Z,TypeScript,37,1381,1361,457
searxng/searxng,35815,2021-04-12T15:18:15Z,2026-08-20T16:09:27Z,Python,0,1644,1466,3146
XingangPan/DragGAN,35763,2023-05-18T10:08:02Z,2024-05-18T17:51:40Z,Python,0,192,46,18
junegunn/vim-plug,35751,2013-09-10T14:58:51Z,2026-05-22T13:40:34Z,Vim Script,8,1045,972,181
alan2207/bulletproof-react,35732,2021-05-30T14:47:16Z,2026-05-14T13:53:04Z,TypeScript,0,118,81,75
airbnb/lottie-android,35704,2016-10-06T22:42:42Z,2026-02-15T22:03:57Z,Java,63,1814,1755,720
permissionlesstech/bitchat,35702,2025-07-04T14:34:38Z,2026-08-16T06:06:55Z,Swift,20,404,365,508
jondot/awesome-react-native,35691,2015-03-26T19:58:06Z,2024-07-05T13:12:41Z,JavaScript,0,77,38,912
koajs/koa,35688,2013-07-20T18:53:45Z,2026-08-11T12:48:44Z,JavaScript,18,933,915,554
opentofu/manifesto,35674,2023-08-13T16:17:24Z,2025-03-18T18:26:51Z,HTML,0,26,14,765
restic/restic,35628,2014-04-27T14:07:58Z,2026-08-01T20:25:16Z,Go,51,3011,2546,2442
gchq/CyberChef,35623,2016-11-28T10:34:07Z,2026-08-20T10:50:23Z,JavaScript,458,1249,822,797
microsoft/graphrag,35598,2024-03-27T17:57:52Z,2026-08-19T15:22:39Z,Python,41,837,832,755
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35585,2015-03-28T16:52:40Z,2025-01-01T19:14:38Z,JavaScript,0,30,20,98
continuedev/continue,35562,2023-05-24T03:39:39Z,2026-08-20T10:27:05Z,TypeScript,827,6665,6179,4078
refinedev/refine,35547,2021-01-20T12:01:32Z,2026-06-05T15:19:38Z,TypeScript,1000,1743,1734,4697
drizzle-team/drizzle-orm,35534,2021-06-24T09:03:05Z,2026-08-19T09:27:02Z,TypeScript,182,3722,2346,713
jqlang/jq,35478,2012-07-18T19:57:25Z,2026-08-12T19:02:39Z,C,16,2350,1990,709
alvarotrigo/fullPage.js,35409,2013-09-20T11:58:29Z,2026-03-17T16:13:31Z,JavaScript,109,4155,4045,327
tailscale/tailscale,35399,2020-01-31T22:00:03Z,2026-08-20T22:46:12Z,Go,160,10592,6598,8717
casey/just,35394,2016-06-17T06:08:08Z,2026-08-20T23:01:29Z,Rust,146,1468,1298,1795
kuchin/awesome-cto,35353,2016-12-16T19:22:18Z,2026-03-02T12:50:21Z,,0,15,15,18
nativefier/nativefier,35288,2015-07-05T05:56:42Z,2023-09-29T13:45:16Z,TypeScript,99,1237,982,261
typicode/husky,35277,2014-06-23T12:14:21Z,2026-03-19T23:03:16Z,JavaScript,80,1114,1032,263
VectifyAI/PageIndex,35270,2025-04-01T10:53:54Z,2026-08-20T20:39:58Z,Python,8,121,53,95
geekcomputers/Python,35265,2011-11-30T09:04:08Z,2026-08-17T11:05:26Z,Python,0,542,162,2034
blakeblackshear/frigate,35254,2019-01-26T13:52:38Z,2026-08-19T13:17:54Z,TypeScript,81,6032,5955,4168
sahat/hackathon-starter,35243,2013-11-13T17:24:12Z,2026-08-20T13:29:25Z,JavaScript,18,728,727,609
hehonghui/awesome-english-ebooks,35238,2022-06-28T02:45:44Z,2026-08-20T21:21:57Z,CSS,0,0,0,0
fxsjy/jieba,35122,2012-09-29T07:52:01Z,2024-08-21T09:23:45Z,Python,9,877,231,96
geekan/HowToLiveLonger,35099,2022-04-16T04:15:18Z,2025-05-19T14:10:41Z,,0,142,103,14
DayuanJiang/next-ai-draw-io,35098,2025-03-23T15:03:48Z,2026-08-20T22:10:35Z,TypeScript,18,332,189,443
utmapp/UTM,35068,2019-04-12T16:09:24Z,2026-08-05T07:54:18Z,Swift,130,3706,2630,292
netty/netty,35037,2010-11-09T09:22:21Z,2026-08-20T17:36:04Z,Java,13,6950,6365,5765
unknwon/the-way-to-go_ZH_CN,35036,2013-03-24T17:18:38Z,2024-08-14T07:04:25Z,Go,0,0,0,592
bumptech/glide,35025,2013-07-08T22:52:33Z,2026-08-20T17:51:21Z,Java,59,4534,3941,640
sorrycc/awesome-javascript,35017,2014-07-01T15:59:02Z,2026-08-19T17:00:42Z,,0,112,107,414
zellij-org/zellij,35014,2020-09-01T14:04:28Z,2026-08-20T09:12:36Z,Rust,70,2835,1309,1526
esengine/DeepSeek-Reasonix,34950,2026-04-21T08:27:02Z,2026-08-20T21:36:29Z,Go,194,4151,3056,3392
awesome-foss/awesome-sysadmin,34941,2014-12-23T08:41:22Z,2026-08-19T09:58:40Z,,0,108,108,369
gitroomhq/postiz-app,34923,2023-07-08T17:24:22Z,2026-08-20T10:48:53Z,TypeScript,199,791,634,299
laravel/framework,34876,2013-01-10T21:27:28Z,2026-08-20T14:20:57Z,PHP,966,19315,19255,18505
facebookresearch/detectron2,34677,2019-09-05T21:30:20Z,2026-08-19T05:38:53Z,Python,10,3574,3102,0
qishibo/AnotherRedisDesktopManager,34654,2019-01-08T06:01:56Z,2026-08-20T12:35:19Z,JavaScript,55,1118,975,161
TheAlgorithms/C-Plus-Plus,34589,2016-07-16T10:19:45Z,2025-10-11T14:51:22Z,C++,0,344,334,705
BVLC/caffe,34560,2013-09-12T18:39:48Z,2024-07-31T23:10:28Z,C++,14,5229,3939,1087
lissy93/web-check,34557,2023-06-25T14:32:11Z,2026-08-11T09:01:27Z,TypeScript,3,149,145,74
ocrmypdf/OCRmyPDF,34519,2013-12-20T08:26:28Z,2026-08-18T23:58:51Z,Python,62,1360,1268,202
kovidgoyal/kitty,34512,2016-10-16T14:48:28Z,2026-08-20T21:28:14Z,Python,143,6994,6984,1493
v2fly/v2ray-core,34498,2019-04-15T10:05:54Z,2026-08-20T22:53:17Z,Go,130,1113,1088,1037
nothings/stb,34453,2014-05-25T16:51:23Z,2026-08-02T06:42:09Z,C,0,987,738,294
anthropics/financial-services,34435,2026-02-23T19:24:50Z,2026-08-04T14:41:29Z,Python,0,88,9,40
raysan5/raylib,34408,2013-10-24T15:46:04Z,2026-08-20T14:25:23Z,C,25,2228,2218,2661
derailed/k9s,34398,2019-01-25T18:46:02Z,2026-08-20T20:53:12Z,Go,258,2376,2329,1069
SeleniumHQ/selenium,34382,2013-01-14T21:40:56Z,2026-08-20T11:36:11Z,Java,120,11230,11132,4161
CMU-Perceptual-Computing-Lab/openpose,34374,2017-04-24T14:06:31Z,2024-08-03T01:59:11Z,C++,15,2007,1667,174
huggingface/diffusers,34347,2022-05-30T16:04:02Z,2026-08-20T21:23:02Z,Python,93,5531,4726,6035
xitu/gold-miner,34328,2015-11-04T03:29:13Z,2024-04-17T09:44:37Z,,0,5604,5590,3563
jaredpalmer/formik,34325,2017-06-14T19:50:59Z,2025-11-10T17:02:06Z,TypeScript,200,2270,1567,836
nodejs/node-v0.x-archive,34288,2009-05-27T16:29:46Z,2024-08-15T20:32:32Z,,0,6379,6379,218
python-poetry/poetry,34288,2018-02-28T15:23:47Z,2026-08-17T22:01:20Z,Python,151,6359,5871,2542
TheAlgorithms/JavaScript,34222,2017-07-13T06:12:33Z,2026-03-07T14:45:13Z,JavaScript,0,224,203,798
agentscope-ai/QwenPaw,34221,2026-02-24T03:42:56Z,2026-08-20T10:42:56Z,Python,108,3555,2961,2239
balena-io/etcher,34198,2015-10-27T16:53:23Z,2026-06-02T09:25:23Z,TypeScript,291,2502,1862,1733
backstage/backstage,34196,2020-01-24T22:39:49Z,2026-08-20T17:30:06Z,TypeScript,542,7736,7552,21594
openai/CLIP,34195,2020-12-16T11:24:42Z,2026-03-25T18:46:40Z,Jupyter Notebook,0,445,193,30
swc-project/swc,34179,2017-12-22T11:40:14Z,2026-08-20T15:56:45Z,Rust,818,4236,3879,6168
seaweedfs/seaweedfs,34178,2014-07-14T16:41:37Z,2026-08-20T19:38:44Z,Go,316,4025,3339,5312
ehang-io/nps,34172,2018-11-04T13:22:51Z,2024-05-30T03:51:08Z,Go,59,1204,699,74
lightpanda-io/browser,34158,2023-02-07T15:19:34Z,2026-08-20T22:34:52Z,Zig,20,503,427,2477
aristocratos/btop,34126,2021-05-06T18:40:21Z,2026-08-08T19:49:45Z,C++,55,983,525,454
zenorocha/clipboard.js,34121,2015-09-18T23:04:55Z,2026-02-12T18:51:57Z,JavaScript,42,629,618,117
qdrant/qdrant,34098,2020-05-30T21:37:01Z,2026-08-20T21:17:34Z,Rust,116,1964,1471,6665
testerSunshine/12306,34092,2017-05-17T12:23:40Z,2023-04-02T03:19:43Z,Python,1,690,466,31
xkcoding/spring-boot-demo,34083,2017-11-10T06:27:29Z,2024-07-24T02:02:52Z,Java,0,175,74,15
OpenBMB/ChatDev,34077,2023-08-28T02:18:13Z,2026-07-24T08:01:27Z,Python,12,333,287,161
lllyasviel/ControlNet,34075,2023-02-01T02:43:30Z,2024-02-25T09:49:39Z,Python,0,576,138,5
zxing/zxing,34071,2011-10-12T14:07:27Z,2026-08-17T06:52:29Z,Java,32,1352,1352,387
fish-shell/fish-shell,34045,2012-05-10T03:00:55Z,2026-08-20T01:18:54Z,Rust,67,8183,7668,2212
chenfei-wu/TaskMatrix,34008,2023-03-02T09:04:28Z,2024-01-06T02:41:20Z,Python,0,364,136,21
K-Dense-AI/scientific-agent-skills,34004,2025-10-19T20:54:15Z,2026-08-19T22:41:49Z,Python,101,78,75,77
MonitorControl/MonitorControl,34004,2017-09-16T21:13:40Z,2026-08-11T12:43:28Z,Swift,26,1027,1014,223
atlassian/react-beautiful-dnd,33948,2017-08-09T03:37:15Z,2025-08-18T04:35:31Z,JavaScript,68,1618,1047,531
